image_id,file_path,source_type,generator,prompt,primary_scene,secondary_scenes,quality_tags,split,notes
outfit_flux_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/outfit/outfit_flux_backlight_0009.jpg,synthetic,flux1_schnell,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: outfit. Visual anchor: a mirror selfie or flat lay outfit photo where clothing and styling are the main subject. Quality condition: strong window or sunset backlight, subject slightly shadowed but recognizable. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",outfit,,backlight,pilot_review,精品逆光样本，控制真实感
outfit_sd35_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/outfit/outfit_sd35_overexposed_0010.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: outfit. Visual anchor: a mirror selfie or flat lay outfit photo where clothing and styling are the main subject. Quality condition: slightly overexposed bright area, washed highlights, still realistic and usable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",outfit,,overexposed,pilot_review,轻微过曝，不能完全丢失主体
fitness_flux_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/fitness/fitness_flux_normal_0001.jpg,synthetic,flux1_schnell,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: fitness. Visual anchor: a gym, running, yoga, workout gear or exercise record with realistic daily photo composition. Quality condition: clear realistic smartphone photo, natural lighting, no text overlay, no watermark. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",fitness,,normal,pilot_review,精品正常样本，优先看是否像真实手机照片
fitness_sd35_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/fitness/fitness_sd35_low_light_0002.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: fitness. Visual anchor: a gym, running, yoga, workout gear or exercise record with realistic daily photo composition. Quality condition: low light indoor or evening photo, visible but dim, realistic phone noise, not too dark. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",fitness,,low_light,pilot_review,低光困难样本
fitness_sd35_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/fitness/fitness_sd35_blurry_compressed_0003.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: fitness. Visual anchor: a gym, running, yoga, workout gear or exercise record with realistic daily photo composition. Quality condition: slightly shaky handheld photo, mild motion blur and compression artifacts, still recognizable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",fitness,,"blurry,compressed",pilot_review,轻微手抖和压缩，不要极端糊
fitness_sd35_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/fitness/fitness_sd35_cluttered_0004.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: fitness. Visual anchor: a gym, running, yoga, workout gear or exercise record with realistic daily photo composition. Quality condition: messy real-life background, extra objects and visual clutter, still understandable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",fitness,,cluttered,pilot_review,杂物背景，保留主体
fitness_sd35_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/fitness/fitness_sd35_weird_angle_0005.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: fitness. Visual anchor: a gym, running, yoga, workout gear or exercise record with realistic daily photo composition. Quality condition: awkward tilted or top-down smartphone angle, casual composition, not a studio shot. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",fitness,,weird_angle,pilot_review,奇怪角度，模拟随手拍
fitness_sd35_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/fitness/fitness_sd35_partial_subject_0006.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: fitness. Visual anchor: a gym, running, yoga, workout gear or exercise record with realistic daily photo composition. Quality condition: main subject partly cropped or partially visible, realistic accidental framing. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",fitness,,partial_subject,pilot_review,主体部分裁切
fitness_sd35_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/fitness/fitness_sd35_screenshot_text_overlay_0007.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: fitness. Visual anchor: a gym, running, yoga, workout gear or exercise record with realistic daily photo composition. Quality condition: phone screenshot-like image containing a photo with small UI bars or subtle text overlay, realistic but not a clean camera photo. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",fitness,,"screenshot,text_overlay",pilot_review,特殊来源样本，审核后再决定是否训练
fitness_sd35_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/fitness/fitness_sd35_collage_0008.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: fitness. Visual anchor: a gym, running, yoga, workout gear or exercise record with realistic daily photo composition. Quality condition: simple two-photo or three-photo collage layout, real phone album style, no decorative design. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",fitness,,collage,pilot_review,拼图样本，审核后再决定是否训练
fitness_flux_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/fitness/fitness_flux_backlight_0009.jpg,synthetic,flux1_schnell,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: fitness. Visual anchor: a gym, running, yoga, workout gear or exercise record with realistic daily photo composition. Quality condition: strong window or sunset backlight, subject slightly shadowed but recognizable. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",fitness,,backlight,pilot_review,精品逆光样本，控制真实感
fitness_sd35_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/fitness/fitness_sd35_overexposed_0010.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: fitness. Visual anchor: a gym, running, yoga, workout gear or exercise record with realistic daily photo composition. Quality condition: slightly overexposed bright area, washed highlights, still realistic and usable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",fitness,,overexposed,pilot_review,轻微过曝，不能完全丢失主体
sunset_flux_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/sunset/sunset_flux_normal_0001.jpg,synthetic,flux1_schnell,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: sunset. Visual anchor: sunset or dusk sky as the main subject, with warm horizon light, clouds, city or water silhouettes. Quality condition: clear realistic smartphone photo, natural lighting, no text overlay, no watermark. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",sunset,,normal,pilot_review,精品正常样本，优先看是否像真实手机照片
sunset_sd35_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/sunset/sunset_sd35_low_light_0002.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: sunset. Visual anchor: sunset or dusk sky as the main subject, with warm horizon light, clouds, city or water silhouettes. Quality condition: low light indoor or evening photo, visible but dim, realistic phone noise, not too dark. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",sunset,,low_light,pilot_review,低光困难样本
sunset_sd35_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/sunset/sunset_sd35_blurry_compressed_0003.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: sunset. Visual anchor: sunset or dusk sky as the main subject, with warm horizon light, clouds, city or water silhouettes. Quality condition: slightly shaky handheld photo, mild motion blur and compression artifacts, still recognizable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",sunset,,"blurry,compressed",pilot_review,轻微手抖和压缩，不要极端糊
sunset_sd35_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/sunset/sunset_sd35_cluttered_0004.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: sunset. Visual anchor: sunset or dusk sky as the main subject, with warm horizon light, clouds, city or water silhouettes. Quality condition: messy real-life background, extra objects and visual clutter, still understandable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",sunset,,cluttered,pilot_review,杂物背景，保留主体
sunset_sd35_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/sunset/sunset_sd35_weird_angle_0005.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: sunset. Visual anchor: sunset or dusk sky as the main subject, with warm horizon light, clouds, city or water silhouettes. Quality condition: awkward tilted or top-down smartphone angle, casual composition, not a studio shot. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",sunset,,weird_angle,pilot_review,奇怪角度，模拟随手拍
sunset_sd35_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/sunset/sunset_sd35_partial_subject_0006.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: sunset. Visual anchor: sunset or dusk sky as the main subject, with warm horizon light, clouds, city or water silhouettes. Quality condition: main subject partly cropped or partially visible, realistic accidental framing. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",sunset,,partial_subject,pilot_review,主体部分裁切
sunset_sd35_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/sunset/sunset_sd35_screenshot_text_overlay_0007.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: sunset. Visual anchor: sunset or dusk sky as the main subject, with warm horizon light, clouds, city or water silhouettes. Quality condition: phone screenshot-like image containing a photo with small UI bars or subtle text overlay, realistic but not a clean camera photo. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",sunset,,"screenshot,text_overlay",pilot_review,特殊来源样本，审核后再决定是否训练
sunset_sd35_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/sunset/sunset_sd35_collage_0008.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: sunset. Visual anchor: sunset or dusk sky as the main subject, with warm horizon light, clouds, city or water silhouettes. Quality condition: simple two-photo or three-photo collage layout, real phone album style, no decorative design. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",sunset,,collage,pilot_review,拼图样本，审核后再决定是否训练
sunset_flux_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/sunset/sunset_flux_backlight_0009.jpg,synthetic,flux1_schnell,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: sunset. Visual anchor: sunset or dusk sky as the main subject, with warm horizon light, clouds, city or water silhouettes. Quality condition: strong window or sunset backlight, subject slightly shadowed but recognizable. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",sunset,,backlight,pilot_review,精品逆光样本，控制真实感
sunset_sd35_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/sunset/sunset_sd35_overexposed_0010.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: sunset. Visual anchor: sunset or dusk sky as the main subject, with warm horizon light, clouds, city or water silhouettes. Quality condition: slightly overexposed bright area, washed highlights, still realistic and usable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",sunset,,overexposed,pilot_review,轻微过曝，不能完全丢失主体
home_flux_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/home/home_flux_normal_0001.jpg,synthetic,flux1_schnell,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: home. Visual anchor: a quiet home corner with sofa, bed, shelf, kitchen sink, table, plants, laundry or daily living objects. Quality condition: clear realistic smartphone photo, natural lighting, no text overlay, no watermark. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",home,,normal,pilot_review,精品正常样本，优先看是否像真实手机照片
home_sd35_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/home/home_sd35_low_light_0002.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: home. Visual anchor: a quiet home corner with sofa, bed, shelf, kitchen sink, table, plants, laundry or daily living objects. Quality condition: low light indoor or evening photo, visible but dim, realistic phone noise, not too dark. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",home,,low_light,pilot_review,低光困难样本
home_sd35_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/home/home_sd35_blurry_compressed_0003.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: home. Visual anchor: a quiet home corner with sofa, bed, shelf, kitchen sink, table, plants, laundry or daily living objects. Quality condition: slightly shaky handheld photo, mild motion blur and compression artifacts, still recognizable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",home,,"blurry,compressed",pilot_review,轻微手抖和压缩，不要极端糊
home_sd35_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/home/home_sd35_cluttered_0004.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: home. Visual anchor: a quiet home corner with sofa, bed, shelf, kitchen sink, table, plants, laundry or daily living objects. Quality condition: messy real-life background, extra objects and visual clutter, still understandable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",home,,cluttered,pilot_review,杂物背景，保留主体
home_sd35_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/home/home_sd35_weird_angle_0005.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: home. Visual anchor: a quiet home corner with sofa, bed, shelf, kitchen sink, table, plants, laundry or daily living objects. Quality condition: awkward tilted or top-down smartphone angle, casual composition, not a studio shot. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",home,,weird_angle,pilot_review,奇怪角度，模拟随手拍
home_sd35_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/home/home_sd35_partial_subject_0006.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: home. Visual anchor: a quiet home corner with sofa, bed, shelf, kitchen sink, table, plants, laundry or daily living objects. Quality condition: main subject partly cropped or partially visible, realistic accidental framing. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",home,,partial_subject,pilot_review,主体部分裁切
home_sd35_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/home/home_sd35_screenshot_text_overlay_0007.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: home. Visual anchor: a quiet home corner with sofa, bed, shelf, kitchen sink, table, plants, laundry or daily living objects. Quality condition: phone screenshot-like image containing a photo with small UI bars or subtle text overlay, realistic but not a clean camera photo. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",home,,"screenshot,text_overlay",pilot_review,特殊来源样本，审核后再决定是否训练
home_sd35_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/home/home_sd35_collage_0008.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: home. Visual anchor: a quiet home corner with sofa, bed, shelf, kitchen sink, table, plants, laundry or daily living objects. Quality condition: simple two-photo or three-photo collage layout, real phone album style, no decorative design. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",home,,collage,pilot_review,拼图样本，审核后再决定是否训练
home_flux_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/home/home_flux_backlight_0009.jpg,synthetic,flux1_schnell,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: home. Visual anchor: a quiet home corner with sofa, bed, shelf, kitchen sink, table, plants, laundry or daily living objects. Quality condition: strong window or sunset backlight, subject slightly shadowed but recognizable. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",home,,backlight,pilot_review,精品逆光样本，控制真实感
home_sd35_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/home/home_sd35_overexposed_0010.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: home. Visual anchor: a quiet home corner with sofa, bed, shelf, kitchen sink, table, plants, laundry or daily living objects. Quality condition: slightly overexposed bright area, washed highlights, still realistic and usable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",home,,overexposed,pilot_review,轻微过曝，不能完全丢失主体
work_flux_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/work/work_flux_normal_0001.jpg,synthetic,flux1_schnell,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: work. Visual anchor: a work desk or office setup with laptop, monitor, keyboard, notebook, cables, coffee and realistic clutter. Quality condition: clear realistic smartphone photo, natural lighting, no text overlay, no watermark. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",work,,normal,pilot_review,精品正常样本，优先看是否像真实手机照片
work_sd35_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/images/work/work_sd35_low_light_0002.jpg,synthetic,sd35_medium,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: work. Visual anchor: a work desk or office setup with laptop, monitor, keyboard, notebook, cables, coffee and realistic clutter. Quality condition: low light indoor or evening photo, visible but dim, realistic phone noise, not too dark. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.",work,,low_light,pilot_review,低光困难样本
