image_id,source_file_path,suggested_scene,quality_tags,generator,model,prompt,source_type,split,notes,exists
pet_gemini_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/gemini_images/pet/pet_gemini_backlight_0009.jpg,pet,backlight,gemini_imagen,imagen-4.0-fast-generate-001,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: strong window or sunset backlight, subject slightly shadowed but recognizable. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.

Generator: Gemini Imagen.
Scene label: pet.
Quality tags: backlight.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: make it look like an ordinary phone camera roll photo, not a stock image, poster, render, or advertisement.
Keep the scene visually clear enough for classification, but allow natural imperfections.",synthetic,pilot_review,Gemini pilot variant. 精品逆光样本，控制真实感,true
pet_gemini_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/gemini_images/pet/pet_gemini_blurry_compressed_0003.jpg,pet,"blurry,compressed",gemini_imagen,imagen-4.0-fast-generate-001,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: slightly shaky handheld photo, mild motion blur and compression artifacts, still recognizable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.

Generator: Gemini Imagen.
Scene label: pet.
Quality tags: blurry,compressed.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: make it look like an ordinary phone camera roll photo, not a stock image, poster, render, or advertisement.
Keep the scene visually clear enough for classification, but allow natural imperfections.",synthetic,pilot_review,Gemini pilot variant. 轻微手抖和压缩，不要极端糊,true
pet_gemini_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/gemini_images/pet/pet_gemini_cluttered_0004.jpg,pet,cluttered,gemini_imagen,imagen-4.0-fast-generate-001,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: messy real-life background, extra objects and visual clutter, still understandable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.

Generator: Gemini Imagen.
Scene label: pet.
Quality tags: cluttered.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: make it look like an ordinary phone camera roll photo, not a stock image, poster, render, or advertisement.
Keep the scene visually clear enough for classification, but allow natural imperfections.",synthetic,pilot_review,Gemini pilot variant. 杂物背景，保留主体,true
pet_gemini_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/gemini_images/pet/pet_gemini_collage_0008.jpg,pet,collage,gemini_imagen,imagen-4.0-fast-generate-001,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: simple two-photo or three-photo collage layout, real phone album style, no decorative design. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.

Generator: Gemini Imagen.
Scene label: pet.
Quality tags: collage.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: make it look like an ordinary phone camera roll photo, not a stock image, poster, render, or advertisement.
Keep the scene visually clear enough for classification, but allow natural imperfections.",synthetic,pilot_review,Gemini pilot variant. 拼图样本，审核后再决定是否训练,true
pet_gemini_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/gemini_images/pet/pet_gemini_low_light_0002.jpg,pet,low_light,gemini_imagen,imagen-4.0-fast-generate-001,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: low light indoor or evening photo, visible but dim, realistic phone noise, not too dark. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.

Generator: Gemini Imagen.
Scene label: pet.
Quality tags: low_light.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: make it look like an ordinary phone camera roll photo, not a stock image, poster, render, or advertisement.
Keep the scene visually clear enough for classification, but allow natural imperfections.",synthetic,pilot_review,Gemini pilot variant. 低光困难样本,true
pet_gemini_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/gemini_images/pet/pet_gemini_normal_0001.jpg,pet,normal,gemini_imagen,imagen-4.0-fast-generate-001,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: clear realistic smartphone photo, natural lighting, no text overlay, no watermark. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.

Generator: Gemini Imagen.
Scene label: pet.
Quality tags: normal.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: make it look like an ordinary phone camera roll photo, not a stock image, poster, render, or advertisement.
Keep the scene visually clear enough for classification, but allow natural imperfections.",synthetic,pilot_review,Gemini pilot variant. 精品正常样本，优先看是否像真实手机照片,true
pet_gemini_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/gemini_images/pet/pet_gemini_overexposed_0010.jpg,pet,overexposed,gemini_imagen,imagen-4.0-fast-generate-001,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: slightly overexposed bright area, washed highlights, still realistic and usable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.

Generator: Gemini Imagen.
Scene label: pet.
Quality tags: overexposed.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: make it look like an ordinary phone camera roll photo, not a stock image, poster, render, or advertisement.
Keep the scene visually clear enough for classification, but allow natural imperfections.",synthetic,pilot_review,Gemini pilot variant. 轻微过曝，不能完全丢失主体,true
pet_gemini_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/gemini_images/pet/pet_gemini_partial_subject_0006.jpg,pet,partial_subject,gemini_imagen,imagen-4.0-fast-generate-001,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: main subject partly cropped or partially visible, realistic accidental framing. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.

Generator: Gemini Imagen.
Scene label: pet.
Quality tags: partial_subject.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: make it look like an ordinary phone camera roll photo, not a stock image, poster, render, or advertisement.
Keep the scene visually clear enough for classification, but allow natural imperfections.",synthetic,pilot_review,Gemini pilot variant. 主体部分裁切,true
pet_gemini_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/gemini_images/pet/pet_gemini_screenshot_text_overlay_0007.jpg,pet,"screenshot,text_overlay",gemini_imagen,imagen-4.0-fast-generate-001,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: phone screenshot-like image containing a photo with small UI bars or subtle text overlay, realistic but not a clean camera photo. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.

Generator: Gemini Imagen.
Scene label: pet.
Quality tags: screenshot,text_overlay.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: make it look like an ordinary phone camera roll photo, not a stock image, poster, render, or advertisement.
Keep the scene visually clear enough for classification, but allow natural imperfections.",synthetic,pilot_review,Gemini pilot variant. 特殊来源样本，审核后再决定是否训练,true
pet_gemini_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/gemini_images/pet/pet_gemini_weird_angle_0005.jpg,pet,weird_angle,gemini_imagen,imagen-4.0-fast-generate-001,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: pet. Visual anchor: a cat or dog as the clear subject in a real home or outdoor daily setting. Quality condition: awkward tilted or top-down smartphone angle, casual composition, not a studio shot. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.

Generator: Gemini Imagen.
Scene label: pet.
Quality tags: weird_angle.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: make it look like an ordinary phone camera roll photo, not a stock image, poster, render, or advertisement.
Keep the scene visually clear enough for classification, but allow natural imperfections.",synthetic,pilot_review,Gemini pilot variant. 奇怪角度，模拟随手拍,true
street_qwen_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_backlight_0009.jpg,street,backlight,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: strong window or sunset backlight, subject slightly shadowed but recognizable. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: street.
Quality tags: backlight.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Kee…",synthetic,pilot_review,Qwen pilot variant. 精品逆光样本，控制真实感,true
street_qwen_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_blurry_compressed_0003.jpg,street,"blurry,compressed",dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: slightly shaky handheld photo, mild motion blur and compression artifacts, still recognizable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: street.
Quality tags: blurry,compressed.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, no…",synthetic,pilot_review,Qwen pilot variant. 轻微手抖和压缩，不要极端糊,true
street_qwen_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_cluttered_0004.jpg,street,cluttered,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: messy real-life background, extra objects and visual clutter, still understandable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: street.
Quality tags: cluttered.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Ke…",synthetic,pilot_review,Qwen pilot variant. 杂物背景，保留主体,true
street_qwen_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_collage_0008.jpg,street,collage,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: simple two-photo or three-photo collage layout, real phone album style, no decorative design. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: street.
Quality tags: collage.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertise…",synthetic,pilot_review,Qwen pilot variant. 拼图样本，审核后再决定是否训练,true
street_qwen_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_low_light_0002.jpg,street,low_light,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: low light indoor or evening photo, visible but dim, realistic phone noise, not too dark. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: street.
Quality tags: low_light.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisemen…",synthetic,pilot_review,Qwen pilot variant. 低光困难样本,true
street_qwen_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_normal_0001.jpg,street,normal,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: clear realistic smartphone photo, natural lighting, no text overlay, no watermark. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: street.
Quality tags: normal.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Ke…",synthetic,pilot_review,Qwen pilot variant. 精品正常样本，优先看是否像真实手机照片,true
street_qwen_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_overexposed_0010.jpg,street,overexposed,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: slightly overexposed bright area, washed highlights, still realistic and usable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: street.
Quality tags: overexposed.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Kee…",synthetic,pilot_review,Qwen pilot variant. 轻微过曝，不能完全丢失主体,true
street_qwen_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_partial_subject_0006.jpg,street,partial_subject,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: main subject partly cropped or partially visible, realistic accidental framing. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: street.
Quality tags: partial_subject.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.…",synthetic,pilot_review,Qwen pilot variant. 主体部分裁切,true
street_qwen_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_screenshot_text_overlay_0007.jpg,street,"screenshot,text_overlay",dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: phone screenshot-like image containing a photo with small UI bars or subtle text overlay, realistic but not a clean camera photo. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: street.
Quality tags: screenshot,text_overlay.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone cam…",synthetic,pilot_review,Qwen pilot variant. 特殊来源样本，审核后再决定是否训练,true
street_qwen_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/street/street_qwen_weird_angle_0005.jpg,street,weird_angle,dashscope,qwen-image-plus,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: awkward tilted or top-down smartphone angle, casual composition, not a studio shot. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: street.
Quality tags: weird_angle.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.…",synthetic,pilot_review,Qwen pilot variant. 奇怪角度，模拟随手拍,true
street_qwenplus20260109_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_plus_20260109_images/street/street_qwenplus20260109_blurry_compressed_0003.jpg,street,"blurry,compressed",dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: slightly shaky handheld photo, mild motion blur and compression artifacts, still recognizable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: street.
Quality tags: blurry,compressed.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, no…",synthetic,pilot_review,Qwen pilot variant. 轻微手抖和压缩，不要极端糊,true
street_qwenplus20260109_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_plus_20260109_images/street/street_qwenplus20260109_cluttered_0004.jpg,street,cluttered,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: messy real-life background, extra objects and visual clutter, still understandable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: street.
Quality tags: cluttered.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Ke…",synthetic,pilot_review,Qwen pilot variant. 杂物背景，保留主体,true
street_qwenplus20260109_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_plus_20260109_images/street/street_qwenplus20260109_low_light_0002.jpg,street,low_light,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: low light indoor or evening photo, visible but dim, realistic phone noise, not too dark. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: street.
Quality tags: low_light.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisemen…",synthetic,pilot_review,Qwen pilot variant. 低光困难样本,true
street_qwenplus20260109_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_plus_20260109_images/street/street_qwenplus20260109_normal_0001.jpg,street,normal,dashscope,qwen-image-plus-2026-01-09,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: clear realistic smartphone photo, natural lighting, no text overlay, no watermark. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects.

Generator: DashScope Qwen image model.
Scene label: street.
Quality tags: normal.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: ordinary phone camera roll photo, not stock photography, not advertisement.
Ke…",synthetic,pilot_review,Qwen pilot variant. 精品正常样本，优先看是否像真实手机照片,true
street_gemini_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/gemini_images/street/street_gemini_backlight_0009.jpg,street,backlight,gemini_imagen,imagen-4.0-fast-generate-001,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: strong window or sunset backlight, subject slightly shadowed but recognizable. prioritize beautiful but still realistic phone-photo aesthetics. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.

Generator: Gemini Imagen.
Scene label: street.
Quality tags: backlight.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: make it look like an ordinary phone camera roll photo, not a stock image, poster, render, or advertisement.
Keep the scene visually clear enough for classification, but allow natural imperfections.",synthetic,pilot_review,Gemini pilot variant. 精品逆光样本，控制真实感,true
street_gemini_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/gemini_images/street/street_gemini_blurry_compressed_0003.jpg,street,"blurry,compressed",gemini_imagen,imagen-4.0-fast-generate-001,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: slightly shaky handheld photo, mild motion blur and compression artifacts, still recognizable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.

Generator: Gemini Imagen.
Scene label: street.
Quality tags: blurry,compressed.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: make it look like an ordinary phone camera roll photo, not a stock image, poster, render, or advertisement.
Keep the scene visually clear enough for classification, but allow natural imperfections.",synthetic,pilot_review,Gemini pilot variant. 轻微手抖和压缩，不要极端糊,true
street_gemini_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/gemini_images/street/street_gemini_cluttered_0004.jpg,street,cluttered,gemini_imagen,imagen-4.0-fast-generate-001,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: messy real-life background, extra objects and visual clutter, still understandable. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.

Generator: Gemini Imagen.
Scene label: street.
Quality tags: cluttered.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: make it look like an ordinary phone camera roll photo, not a stock image, poster, render, or advertisement.
Keep the scene visually clear enough for classification, but allow natural imperfections.",synthetic,pilot_review,Gemini pilot variant. 杂物背景，保留主体,true
street_gemini_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/gemini_images/street/street_gemini_collage_0008.jpg,street,collage,gemini_imagen,imagen-4.0-fast-generate-001,"Realistic smartphone lifestyle photo for SnapCopy scene classification. Primary scene: street. Visual anchor: a city street scene with road, buildings, crosswalks, parked cars, storefronts or urban space as the subject. Quality condition: simple two-photo or three-photo collage layout, real phone album style, no decorative design. prioritize natural phone realism and diverse casual details. Shot should look like a real user photo, not stock photography. Use natural imperfections, plausible lighting, and ordinary objects. Negative prompt: commercial studio photo, perfect advertising composition, glossy render, 3d render, cartoon, anime, illustration, fake UI, unreadable gibberish text, watermark, logo, distorted hands, extra limbs, duplicate faces, unnatural skin, extreme blur, extreme noise.

Generator: Gemini Imagen.
Scene label: street.
Quality tags: collage.
Dataset purpose: lightweight iOS scene classifier training for real-life social caption photos.
Important style rule: make it look like an ordinary phone camera roll photo, not a stock image, poster, render, or advertisement.
Keep the scene visually clear enough for classification, but allow natural imperfections.",synthetic,pilot_review,Gemini pilot variant. 拼图样本，审核后再决定是否训练,true
