image_id,file_path,primary_scene,quality_tags,generator,model,keep_or_remove,remove_reason,reviewed_at,review_notes
outfit_qwen_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/outfit/outfit_qwen_partial_subject_0006.jpg,outfit,partial_subject,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
outfit_qwen_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/outfit/outfit_qwen_screenshot_text_overlay_0007.jpg,outfit,"screenshot,text_overlay",dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
outfit_qwen_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/outfit/outfit_qwen_collage_0008.jpg,outfit,collage,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
outfit_qwen_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/outfit/outfit_qwen_backlight_0009.jpg,outfit,backlight,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
fitness_qwen_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/fitness/fitness_qwen_normal_0001.jpg,fitness,normal,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
fitness_qwen_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/fitness/fitness_qwen_low_light_0002.jpg,fitness,low_light,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
fitness_qwen_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/fitness/fitness_qwen_blurry_compressed_0003.jpg,fitness,"blurry,compressed",dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
fitness_qwen_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/fitness/fitness_qwen_cluttered_0004.jpg,fitness,cluttered,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
fitness_qwen_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/fitness/fitness_qwen_weird_angle_0005.jpg,fitness,weird_angle,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
fitness_qwen_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/fitness/fitness_qwen_partial_subject_0006.jpg,fitness,partial_subject,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
fitness_qwen_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/fitness/fitness_qwen_screenshot_text_overlay_0007.jpg,fitness,"screenshot,text_overlay",dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
fitness_qwen_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/fitness/fitness_qwen_collage_0008.jpg,fitness,collage,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
fitness_qwen_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/fitness/fitness_qwen_backlight_0009.jpg,fitness,backlight,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
fitness_qwen_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/fitness/fitness_qwen_overexposed_0010.jpg,fitness,overexposed,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
sunset_qwen_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/sunset/sunset_qwen_normal_0001.jpg,sunset,normal,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
sunset_qwen_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/sunset/sunset_qwen_low_light_0002.jpg,sunset,low_light,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
sunset_qwen_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/sunset/sunset_qwen_blurry_compressed_0003.jpg,sunset,"blurry,compressed",dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
sunset_qwen_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/sunset/sunset_qwen_cluttered_0004.jpg,sunset,cluttered,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
sunset_qwen_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/sunset/sunset_qwen_weird_angle_0005.jpg,sunset,weird_angle,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
sunset_qwen_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/sunset/sunset_qwen_partial_subject_0006.jpg,sunset,partial_subject,dashscope,qwen-image-plus,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
outfit_qwen_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/outfit/outfit_qwen_overexposed_0010.jpg,outfit,overexposed,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
sunset_qwen_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/sunset/sunset_qwen_screenshot_text_overlay_0007.jpg,sunset,"screenshot,text_overlay",dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
sunset_qwen_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/sunset/sunset_qwen_collage_0008.jpg,sunset,collage,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
sunset_qwen_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/sunset/sunset_qwen_backlight_0009.jpg,sunset,backlight,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
sunset_qwen_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/sunset/sunset_qwen_overexposed_0010.jpg,sunset,overexposed,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
home_qwen_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/home/home_qwen_normal_0001.jpg,home,normal,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
home_qwen_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/home/home_qwen_low_light_0002.jpg,home,low_light,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
home_qwen_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/home/home_qwen_blurry_compressed_0003.jpg,home,"blurry,compressed",dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
home_qwen_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/home/home_qwen_cluttered_0004.jpg,home,cluttered,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
home_qwen_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/home/home_qwen_weird_angle_0005.jpg,home,weird_angle,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
home_qwen_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/home/home_qwen_partial_subject_0006.jpg,home,partial_subject,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
home_qwen_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/home/home_qwen_screenshot_text_overlay_0007.jpg,home,"screenshot,text_overlay",dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
home_qwen_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/home/home_qwen_collage_0008.jpg,home,collage,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
home_qwen_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/home/home_qwen_backlight_0009.jpg,home,backlight,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
home_qwen_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/home/home_qwen_overexposed_0010.jpg,home,overexposed,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
work_qwen_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/work/work_qwen_normal_0001.jpg,work,normal,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
work_qwen_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/work/work_qwen_low_light_0002.jpg,work,low_light,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
work_qwen_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/work/work_qwen_blurry_compressed_0003.jpg,work,"blurry,compressed",dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
work_qwen_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/work/work_qwen_cluttered_0004.jpg,work,cluttered,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
work_qwen_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/work/work_qwen_weird_angle_0005.jpg,work,weird_angle,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
work_qwen_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/work/work_qwen_partial_subject_0006.jpg,work,partial_subject,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
work_qwen_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/work/work_qwen_screenshot_text_overlay_0007.jpg,work,"screenshot,text_overlay",dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
work_qwen_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/work/work_qwen_collage_0008.jpg,work,collage,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
work_qwen_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/work/work_qwen_backlight_0009.jpg,work,backlight,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
work_qwen_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/work/work_qwen_overexposed_0010.jpg,work,overexposed,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
food_qwen_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/food/food_qwen_normal_0001.jpg,food,normal,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
food_qwen_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/food/food_qwen_low_light_0002.jpg,food,low_light,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
food_qwen_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/food/food_qwen_blurry_compressed_0003.jpg,food,"blurry,compressed",dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
food_qwen_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/food/food_qwen_cluttered_0004.jpg,food,cluttered,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
food_qwen_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/food/food_qwen_weird_angle_0005.jpg,food,weird_angle,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
food_qwen_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/food/food_qwen_partial_subject_0006.jpg,food,partial_subject,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
food_qwen_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/food/food_qwen_screenshot_text_overlay_0007.jpg,food,"screenshot,text_overlay",dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
food_qwen_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/food/food_qwen_collage_0008.jpg,food,collage,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
food_qwen_backlight_0009,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/food/food_qwen_backlight_0009.jpg,food,backlight,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
food_qwen_overexposed_0010,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/food/food_qwen_overexposed_0010.jpg,food,overexposed,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
unknown_qwen_normal_0001,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/unknown/unknown_qwen_normal_0001.jpg,unknown,normal,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
unknown_qwen_low_light_0002,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/unknown/unknown_qwen_low_light_0002.jpg,unknown,low_light,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
unknown_qwen_blurry_compressed_0003,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/unknown/unknown_qwen_blurry_compressed_0003.jpg,unknown,"blurry,compressed",dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
unknown_qwen_cluttered_0004,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/unknown/unknown_qwen_cluttered_0004.jpg,unknown,cluttered,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
unknown_qwen_weird_angle_0005,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/unknown/unknown_qwen_weird_angle_0005.jpg,unknown,weird_angle,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
unknown_qwen_partial_subject_0006,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/unknown/unknown_qwen_partial_subject_0006.jpg,unknown,partial_subject,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
unknown_qwen_screenshot_text_overlay_0007,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/unknown/unknown_qwen_screenshot_text_overlay_0007.jpg,unknown,"screenshot,text_overlay",dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
unknown_qwen_collage_0008,/Volumes/AI作品素材/SnapCopy_ML_Dataset/synthetic_pilot/qwen_images/unknown/unknown_qwen_collage_0008.jpg,unknown,collage,dashscope,qwen-image-plus-2026-01-09,remove,synthetic_artifact_pollution,2026-05-23T06:38:49.350520+00:00,"Rejected as a batch: many images contain phone-in-phone framing, fake app/screenshot UI, SnapCopy text, over-staged synthetic composition, or other artifacts likely to pollute scene classifier training."
